CODE_COM_INSEE;LIB_COM;DATE_DEB_INSEE;DATE_FIN_INSEE
11114;CUMIES;01/01/2000;
11115;CUXAC-CABARDES;01/01/1900;31/12/1999
11115;CUXAC-CABARDES;01/01/2000;
11116;CUXAC-D'AUDE;01/01/1900;31/12/1999
11116;CUXAC-D'AUDE;01/01/2000;
11117;DAVEJEAN;01/01/1900;31/12/1999
11117;DAVEJEAN;01/01/2000;
11118;DERNACUEILLETTE;01/01/1900;31/12/1999
11118;DERNACUEILLETTE;01/01/2000;
11119;DIGNE-D'AMONT;01/01/1900;31/12/1999
11119;DIGNE-D'AMONT;01/01/2000;
11120;DIGNE-D'AVAL;01/01/1900;31/12/1999
11120;DIGNE-D'AVAL;01/01/2000;
11121;DONAZAC;01/01/1900;31/12/1999
11121;DONAZAC;01/01/2000;
11122;DOUZENS;01/01/1900;31/12/1999
11122;DOUZENS;01/01/2000;
11123;DUILHAC-SOUS-PEYREPERTUSE;01/01/1900;31/12/1999
11123;DUILHAC-SOUS-PEYREPERTUSE;01/01/2000;
11124;DURBAN-CORBIERES;01/01/1900;31/12/1999
11124;DURBAN-CORBIERES;01/01/2000;
11125;EMBRES-ET-CASTELMAURE;01/01/1900;31/12/1999
11125;EMBRES-ET-CASTELMAURE;01/01/2000;
11126;ESCALES;01/01/1900;31/12/1999
11126;ESCALES;01/01/2000;
11127;ESCOULOUBRE;01/01/1900;31/12/1999
11127;ESCOULOUBRE;01/01/2000;
11128;ESCUEILLENS-ET-SAINT-JUST-;01/01/1900;31/12/1999
11128;ESCUEILLENS-ET-SAINT-JUST-;01/01/2000;
11129;ESPERAZA;01/01/1900;31/12/1999
11129;ESPERAZA;01/01/2000;31/12/2006
11129;ESPERAZA;01/01/2007;
11130;ESPEZEL;01/01/1900;31/12/1999
11130;ESPEZEL;01/01/2000;
11131;FA;01/01/1900;31/12/1999
11131;FA;01/01/2000;31/12/2006
11131;FA;01/01/2007;
11132;FABREZAN;01/01/1900;31/12/1999
11132;FABREZAN;01/01/2000;
11133;FAJAC-EN-VAL;01/01/1900;31/12/1999
11133;FAJAC-EN-VAL;01/01/2000;31/12/2006
11133;FAJAC-EN-VAL;01/01/2007;
11134;FAJAC-LA-RELENQUE;01/01/1900;31/12/1999
11134;FAJAC-LA-RELENQUE;01/01/2000;
11135;FAJOLLE;01/01/1900;31/12/1999
11135;FAJOLLE;01/01/2000;
11136;FANJEAUX;01/01/1900;31/12/1999
11136;FANJEAUX;01/01/2000;
11137;FELINES-TERMENES;01/01/1900;31/12/1999
11137;FELINES-TERMENES;01/01/2000;
11138;FENDEILLE;01/01/1900;31/12/1999
11138;FENDEILLE;01/01/2000;
11139;FENOUILLET-DU-RAZES;01/01/1900;31/12/1999
11139;FENOUILLET-DU-RAZES;01/01/2000;
11140;FERRALS-LES-CORBIERES;01/01/1900;31/12/1999
11140;FERRALS-LES-CORBIERES;01/01/2000;
11141;FERRAN;01/01/1900;31/12/1999
11141;FERRAN;01/01/2000;
11142;FESTES-ET-SAINT-ANDRE;01/01/1900;31/12/1999
11142;FESTES-ET-SAINT-ANDRE;01/01/2000;
11143;FEUILLA;01/01/1900;31/12/1999
11143;FEUILLA;01/01/2000;
11144;FITOU;01/01/1900;31/12/1999
11144;FITOU;01/01/2000;
11145;FLEURY;01/01/1900;31/12/1999
11145;FLEURY;01/01/2000;
11146;FLOURE;01/01/1900;31/12/1999
11146;FLOURE;01/01/2000;
11147;FONTANES-DE-SAULT;01/01/1900;31/12/1999
11147;FONTANES-DE-SAULT;01/01/2000;
11148;FONTCOUVERTE;01/01/1900;31/12/1999
11148;FONTCOUVERTE;01/01/2000;
11149;FONTERS-DU-RAZES;01/01/1900;31/12/1999
11149;FONTERS-DU-RAZES;01/01/2000;
11150;FONTIERS-CABARDES;01/01/1900;31/12/1999
11150;FONTIERS-CABARDES;01/01/2000;
11151;FONTIES-D'AUDE;01/01/1900;31/12/1999
11151;FONTIES-D'AUDE;01/01/2000;
11152;FONTJONCOUSE;01/01/1900;31/12/1999
11152;FONTJONCOUSE;01/01/2000;
11153;FORCE;01/01/1900;31/12/1999
11153;FORCE;01/01/2000;
11154;FOURNES-CABARDES;01/01/1900;31/12/1999
11154;FOURNES-CABARDES;01/01/2000;
11155;FOURTOU;01/01/1900;31/12/1999
11155;FOURTOU;01/01/2000;
11156;FRAISSE-CABARDES;01/01/1900;31/12/1999
11156;FRAISSE-CABARDES;01/01/2000;
11157;FRAISSE-DES-CORBIERES;01/01/1900;31/12/1999
11157;FRAISSE-DES-CORBIERES;01/01/2000;
11158;GAJA-ET-VILLEDIEU;01/01/1900;31/12/1999
11158;GAJA-ET-VILLEDIEU;01/01/2000;
11159;GAJA-LA-SELVE;01/01/1900;31/12/1999
11159;GAJA-LA-SELVE;01/01/2000;
11160;GALINAGUES;01/01/1900;31/12/1999
11160;GALINAGUES;01/01/2000;
11161;GARDIE;01/01/1900;31/12/1999
11161;GARDIE;01/01/2000;
11162;GENERVILLE;01/01/1900;31/12/1999
11162;GENERVILLE;01/01/2000;
11163;GINCLA;01/01/1900;31/12/1999
11163;GINCLA;01/01/2000;
11164;GINESTAS;01/01/1900;31/12/1999
11164;GINESTAS;01/01/2000;
11165;GINOLES;01/01/1900;31/12/1999
11165;GINOLES;01/01/2000;
11166;GOURVIEILLE;01/01/1900;31/12/1999
11166;GOURVIEILLE;01/01/2000;
11167;GRAMAZIE;01/01/1900;31/12/1999
11167;GRAMAZIE;01/01/2000;
11168;GRANES;01/01/1900;31/12/1999
11168;GRANES;01/01/2000;
11169;GREFFEIL;01/01/1900;31/12/1999
11169;GREFFEIL;01/01/2000;
11170;GRUISSAN;01/01/1900;31/12/1999
11170;GRUISSAN;01/01/2000;
11171;GUEYTES-ET-LABASTIDE;01/01/1900;31/12/1999
11171;GUEYTES-ET-LABASTIDE;01/01/2000;31/12/2015
11172;HOMPS;01/01/1900;31/12/1999
11172;HOMPS;01/01/2000;
11173;HOUNOUX;01/01/1900;31/12/1999
11173;HOUNOUX;01/01/2000;
11174;ILHES;01/01/1900;31/12/1999
11174;ILHES;01/01/2000;
11175;ISSEL;01/01/1900;31/12/1999
11175;ISSEL;01/01/2000;
11176;JONQUIERES;01/01/1900;31/12/1999
11176;JONQUIERES;01/01/2000;
11177;JOUCOU;01/01/1900;31/12/1999
11177;JOUCOU;01/01/2000;
11178;LABASTIDE-D'ANJOU;01/01/1900;31/12/1999
11178;LABASTIDE-D'ANJOU;01/01/2000;
11179;LABASTIDE-EN-VAL;01/01/1900;31/12/1999
11179;LABASTIDE-EN-VAL;01/01/2000;
11180;LABASTIDE-ESPARBAIRENQUE;01/01/1900;31/12/1999
11180;LABASTIDE-ESPARBAIRENQUE;01/01/2000;
11181;LABECEDE-LAURAGAIS;01/01/1900;31/12/1999
11181;LABECEDE-LAURAGAIS;01/01/2000;
11182;LACOMBE;01/01/1900;31/12/1999
11182;LACOMBE;01/01/2000;
11183;LADERN-SUR-LAUQUET;01/01/1900;31/12/1999
11183;LADERN-SUR-LAUQUET;01/01/2000;31/12/2006
11183;LADERN-SUR-LAUQUET;01/01/2007;
11184;LAFAGE;01/01/1900;31/12/1999
11184;LAFAGE;01/01/2000;
11185;LAGRASSE;01/01/1900;31/12/1999
11185;LAGRASSE;01/01/2000;
11186;LAIRIERE;01/01/1900;31/12/1999
11186;LAIRIERE;01/01/2000;
11187;LANET;01/01/1900;31/12/1999
11187;LANET;01/01/2000;
11188;LAPALME;01/01/1900;31/12/1999
11188;LAPALME;01/01/2000;
11189;LAPRADE;01/01/1900;31/12/1999
11189;LAPRADE;01/01/2000;
11190;LAREDORTE;01/01/1900;31/12/1999
11190;LAREDORTE;01/01/2000;
11191;LAROQUE-DE-FA;01/01/1900;31/12/1999
11191;LAROQUE-DE-FA;01/01/2000;
11192;LASBORDES;01/01/1900;31/12/1999
11192;LASBORDES;01/01/2000;
11193;LASSERRE-DE-PROUILLE;01/01/1900;31/12/1999
11193;LASSERRE-DE-PROUILLE;01/01/2000;
11194;LASTOURS;01/01/1900;31/12/1999
11194;LASTOURS;01/01/2000;
11195;LAURABUC;01/01/1900;31/12/1999
11195;LAURABUC;01/01/2000;
11196;LAURAC;01/01/1900;31/12/1999
11196;LAURAC;01/01/2000;
11197;LAURAGUEL;01/01/1900;31/12/1999
11197;LAURAGUEL;01/01/2000;
11198;LAURE-MINERVOIS;01/01/1900;31/12/1999
11198;LAURE-MINERVOIS;01/01/2000;
11199;LAVALETTE;01/01/1900;31/12/1999
11199;LAVALETTE;01/01/2000;
11200;LESPINASSIERE;01/01/1900;31/12/1999
11200;LESPINASSIERE;01/01/2000;
11201;LEUC;01/01/1900;31/12/1999
11201;LEUC;01/01/2000;
11202;LEUCATE;01/01/1900;31/12/1999
11202;LEUCATE;01/01/2000;
11203;LEZIGNAN-CORBIERES;01/01/1900;31/12/1999
11203;LEZIGNAN-CORBIERES;01/01/2000;
11204;LIGNAIROLLES;01/01/1900;31/12/1999
11204;LIGNAIROLLES;01/01/2000;
11205;LIMOUSIS;01/01/1900;31/12/1999
11205;LIMOUSIS;01/01/2000;
11206;LIMOUX;01/01/1900;31/12/1999
11206;LIMOUX;01/01/2000;31/12/2006
11206;LIMOUX;01/01/2007;
11207;LOUPIA;01/01/1900;31/12/1999
11207;LOUPIA;01/01/2000;
11208;LOUVIERE-LAURAGAIS;01/01/1900;31/12/1999
11208;LOUVIERE-LAURAGAIS;01/01/2000;
11209;LUC-SUR-AUDE;01/01/1900;31/12/1999
11209;LUC-SUR-AUDE;01/01/2000;
11210;LUC-SUR-ORBIEU;01/01/1900;31/12/1999
11210;LUC-SUR-ORBIEU;01/01/2000;
11211;MAGRIE;01/01/1900;31/12/1999
11211;MAGRIE;01/01/2000;
11212;MAILHAC;01/01/1900;31/12/1999
11212;MAILHAC;01/01/2000;
11213;MAISONS;01/01/1900;31/12/1999
11213;MAISONS;01/01/2000;
11214;MALRAS;01/01/1900;31/12/1999
11214;MALRAS;01/01/2000;
11215;MALVES-EN-MINERVOIS;01/01/1900;31/12/1999
11215;MALVES-EN-MINERVOIS;01/01/2000;
11216;MALVIES;01/01/1900;31/12/1999
11216;MALVIES;01/01/2000;
11217;MARCORIGNAN;01/01/1900;31/12/1999
11217;MARCORIGNAN;01/01/2000;
11218;MARQUEIN;01/01/1900;31/12/1999
11218;MARQUEIN;01/01/2000;
11219;MARSA;01/01/1900;31/12/1999
11219;MARSA;01/01/2000;
11220;MARSEILLETTE;01/01/1900;31/12/1999
11220;MARSEILLETTE;01/01/2000;
11221;MARTYS;01/01/1900;31/12/1999
11221;MARTYS;01/01/2000;
11222;MAS-CABARDES;01/01/1900;31/12/1999
11222;MAS-CABARDES;01/01/2000;
11223;MAS-DES-COURS;01/01/1900;31/12/1999
11223;MAS-DES-COURS;01/01/2000;31/12/2006
11223;MAS-DES-COURS;01/01/2007;
11224;MASSAC;01/01/1900;31/12/1999
11224;MASSAC;01/01/2000;
11225;MAS-SAINTES-PUELLES;01/01/1900;31/12/1999
11225;MAS-SAINTES-PUELLES;01/01/2000;
11226;MAYREVILLE;01/01/1900;31/12/1999
11226;MAYREVILLE;01/01/2000;
11227;MAYRONNES;01/01/1900;31/12/1999
11227;MAYRONNES;01/01/2000;
11228;MAZEROLLES-DU-RAZES;01/01/1900;31/12/1999
11228;MAZEROLLES-DU-RAZES;01/01/2000;
11229;MAZUBY;01/01/1900;31/12/1999
11229;MAZUBY;01/01/2000;
11230;MERIAL;01/01/1900;31/12/1999
11230;MERIAL;01/01/2000;
11231;MEZERVILLE;01/01/1900;31/12/1999
11231;MEZERVILLE;01/01/2000;
11232;MIRAVAL-CABARDES;01/01/1900;31/12/1999
11232;MIRAVAL-CABARDES;01/01/2000;
11233;MIREPEISSET;01/01/1900;31/12/1999
11233;MIREPEISSET;01/01/2000;
11234;MIREVAL-LAURAGAIS;01/01/1900;31/12/1999
11234;MIREVAL-LAURAGAIS;01/01/2000;
11235;MISSEGRE;01/01/1900;31/12/1999
11235;MISSEGRE;01/01/2000;
11236;MOLANDIER;01/01/1900;31/12/1999
11236;MOLANDIER;01/01/2000;
11238;MOLLEVILLE;01/01/1900;31/12/1999
11238;MOLLEVILLE;01/01/2000;
11239;MONTAURIOL;01/01/1900;31/12/1999
11239;MONTAURIOL;01/01/2000;
11240;MONTAZELS;01/01/1900;31/12/1999
11240;MONTAZELS;01/01/2000;
11241;MONTBRUN-DES-CORBIERES;01/01/1900;31/12/1999
11241;MONTBRUN-DES-CORBIERES;01/01/2000;
11242;MONTCLAR;01/01/1900;31/12/1999
11242;MONTCLAR;01/01/2000;
11243;MONTFERRAND;01/01/1900;31/12/1999
11243;MONTFERRAND;01/01/2000;
11244;MONTFORT-SUR-BOULZANE;01/01/1900;31/12/1999
11244;MONTFORT-SUR-BOULZANE;01/01/2000;
11245;MONTGAILLARD;01/01/1900;31/12/1999
11245;MONTGAILLARD;01/01/2000;
11246;MONTGRADAIL;01/01/1900;31/12/1999
11246;MONTGRADAIL;01/01/2000;
11247;MONTHAUT;01/01/1900;31/12/1999
11247;MONTHAUT;01/01/2000;
11248;MONTIRAT;01/01/1900;31/12/1999
11248;MONTIRAT;01/01/2000;
11249;MONTJARDIN;01/01/1900;31/12/1999
11249;MONTJARDIN;01/01/2000;
11250;MONTJOI;01/01/1900;31/12/1999
11250;MONTJOI;01/01/2000;
11251;MONTLAUR;01/01/1900;31/12/1999
11251;MONTLAUR;01/01/2000;
11252;MONTMAUR;01/01/1900;31/12/1999
11252;MONTMAUR;01/01/2000;
11253;MONTOLIEU;01/01/1900;31/12/1999
11253;MONTOLIEU;01/01/2000;
11254;MONTREAL;01/01/1900;31/12/1999
11254;MONTREAL;01/01/2000;
11255;MONTREDON-DES-CORBIERES;01/01/1900;31/12/1999
11255;MONTREDON-DES-CORBIERES;01/01/2000;
11256;MONTSERET;01/01/1900;31/12/1999
11256;MONTSERET;01/01/2000;
11257;MONZE;01/01/1900;31/12/1999
11257;MONZE;01/01/2000;
11258;MOUSSAN;01/01/1900;31/12/1999
11258;MOUSSAN;01/01/2000;
11259;MOUSSOULENS;01/01/1900;31/12/1999
11259;MOUSSOULENS;01/01/2000;
11260;MOUTHOUMET;01/01/1900;31/12/1999
11260;MOUTHOUMET;01/01/2000;
11261;MOUX;01/01/1900;31/12/1999
11261;MOUX;01/01/2000;
11262;NARBONNE;01/01/1900;31/12/1999
11262;NARBONNE;01/01/2000;
11263;NEBIAS;01/01/1900;31/12/1999
11263;NEBIAS;01/01/2000;
11264;NEVIAN;01/01/1900;31/12/1999
11264;NEVIAN;01/01/2000;
11265;NIORT-DE-SAULT;01/01/1900;31/12/1999
11265;NIORT-DE-SAULT;01/01/2000;
11266;PORT-LA-NOUVELLE;01/01/1900;31/12/1999
11266;PORT-LA-NOUVELLE;01/01/2000;
11267;ORNAISONS;01/01/1900;31/12/1999
11267;ORNAISONS;01/01/2000;
11268;ORSANS;01/01/1900;31/12/1999
11268;ORSANS;01/01/2000;
11269;OUVEILLAN;01/01/1900;31/12/1999
11269;OUVEILLAN;01/01/2000;
11270;PADERN;01/01/1900;31/12/1999
11270;PADERN;01/01/2000;
11271;PALAIRAC;01/01/1900;31/12/1999
11271;PALAIRAC;01/01/2000;
11272;PALAJA;01/01/1900;31/12/1999
11272;PALAJA;01/01/2000;
11273;PARAZA;01/01/1900;31/12/1999
11273;PARAZA;01/01/2000;
11274;PAULIGNE;01/01/1900;31/12/1999
11274;PAULIGNE;01/01/2000;
11275;PAYRA-SUR-L'HERS;01/01/1900;31/12/1999
11275;PAYRA-SUR-L'HERS;01/01/2000;
11276;PAZIOLS;01/01/1900;31/12/1999
11276;PAZIOLS;01/01/2000;
11277;PECHARIC-ET-LE-PY;01/01/1900;31/12/1999
11277;PECHARIC-ET-LE-PY;01/01/2000;
11278;PECH-LUNA;01/01/1900;31/12/1999
11278;PECH-LUNA;01/01/2000;
11279;PENNAUTIER;01/01/1900;31/12/1999
11279;PENNAUTIER;01/01/2000;
11280;PEPIEUX;01/01/1900;31/12/1999
11280;PEPIEUX;01/01/2000;
11281;PEXIORA;01/01/1900;31/12/1999
11281;PEXIORA;01/01/2000;
11282;PEYREFITTE-DU-RAZES;01/01/1900;31/12/1999
11282;PEYREFITTE-DU-RAZES;01/01/2000;
11283;PEYREFITTE-SUR-L'HERS;01/01/1900;31/12/1999
11283;PEYREFITTE-SUR-L'HERS;01/01/2000;
11284;PEYRENS;01/01/1900;31/12/1999
11284;PEYRENS;01/01/2000;
11285;PEYRIAC-DE-MER;01/01/1900;31/12/1999
11285;PEYRIAC-DE-MER;01/01/2000;
11286;PEYRIAC-MINERVOIS;01/01/1900;31/12/1999
11286;PEYRIAC-MINERVOIS;01/01/2000;
11287;PEYROLLES;01/01/1900;31/12/1999
11287;PEYROLLES;01/01/2000;
11288;PEZENS;01/01/1900;31/12/1999
11288;PEZENS;01/01/2000;
11289;PIEUSSE;01/01/1900;31/12/1999
11289;PIEUSSE;01/01/2000;
11290;PLAIGNE;01/01/1900;31/12/1999
11290;PLAIGNE;01/01/2000;
11291;PLAVILLA;01/01/1900;31/12/1999
11291;PLAVILLA;01/01/2000;
11292;POMAREDE;01/01/1900;31/12/1999
11292;POMAREDE;01/01/2000;
11293;POMAS;01/01/1900;31/12/1999
11293;POMAS;01/01/2000;
11294;POMY;01/01/1900;31/12/1999
11294;POMY;01/01/2000;
11295;PORTEL-DES-CORBIERES;01/01/1900;31/12/1999
11295;PORTEL-DES-CORBIERES;01/01/2000;
11296;POUZOLS-MINERVOIS;01/01/1900;31/12/1999
11296;POUZOLS-MINERVOIS;01/01/2000;
11297;PRADELLES-CABARDES;01/01/1900;31/12/1999
11297;PRADELLES-CABARDES;01/01/2000;
11298;PRADELLES-EN-VAL;01/01/1900;31/12/1999
11298;PRADELLES-EN-VAL;01/01/2000;
11299;PREIXAN;01/01/1900;31/12/1999
11299;PREIXAN;01/01/2000;
11300;PUGINIER;01/01/1900;31/12/1999
11300;PUGINIER;01/01/2000;
11301;PUICHERIC;01/01/1900;31/12/1999
11301;PUICHERIC;01/01/2000;
11302;PUILAURENS;01/01/1900;31/12/1999
11302;PUILAURENS;01/01/2000;
11303;PUIVERT;01/01/1900;31/12/1999
11303;PUIVERT;01/01/2000;
11304;QUILLAN;01/01/1900;31/12/1999
11304;QUILLAN;01/01/2000;
11305;QUINTILLAN;01/01/1900;31/12/1999
11305;QUINTILLAN;01/01/2000;
11306;QUIRBAJOU;01/01/1900;31/12/1999
11306;QUIRBAJOU;01/01/2000;
11307;RAISSAC-D'AUDE;01/01/1900;31/12/1999
11307;RAISSAC-D'AUDE;01/01/2000;
11308;RAISSAC-SUR-LAMPY;01/01/1900;31/12/1999
11308;RAISSAC-SUR-LAMPY;01/01/2000;
11309;RENNES-LE-CHATEAU;01/01/1900;31/12/1999
11309;RENNES-LE-CHATEAU;01/01/2000;
11310;RENNES-LES-BAINS;01/01/1900;31/12/1999
11310;RENNES-LES-BAINS;01/01/2000;
11311;RIBAUTE;01/01/1900;31/12/1999
11311;RIBAUTE;01/01/2000;
11312;RIBOUISSE;01/01/1900;31/12/1999
11312;RIBOUISSE;01/01/2000;
11313;RICAUD;01/01/1900;31/12/1999
11313;RICAUD;01/01/2000;
11314;RIEUX-EN-VAL;01/01/1900;31/12/1999
11314;RIEUX-EN-VAL;01/01/2000;
11315;RIEUX-MINERVOIS;01/01/1900;31/12/1999
11315;RIEUX-MINERVOIS;01/01/2000;
11316;RIVEL;01/01/1900;31/12/1999
11316;RIVEL;01/01/2000;
11317;RODOME;01/01/1900;31/12/1999
11317;RODOME;01/01/2000;
11318;ROQUECOURBE-MINERVOIS;01/01/1900;31/12/1999
11318;ROQUECOURBE-MINERVOIS;01/01/2000;
11319;ROQUEFERE;01/01/1900;31/12/1999
11319;ROQUEFERE;01/01/2000;
11320;ROQUEFEUIL;01/01/1900;31/12/1999
11320;ROQUEFEUIL;01/01/2000;31/12/2006
11320;ROQUEFEUIL;01/01/2007;
11321;ROQUEFORT-DE-SAULT;01/01/1900;31/12/1999
11321;ROQUEFORT-DE-SAULT;01/01/2000;
11322;ROQUEFORT-DES-CORBIERES;01/01/1900;31/12/1999
11322;ROQUEFORT-DES-CORBIERES;01/01/2000;
11323;ROQUETAILLADE;01/01/1900;31/12/1999
11323;ROQUETAILLADE;01/01/2000;
11324;ROUBIA;01/01/1900;31/12/1999
11324;ROUBIA;01/01/2000;
11325;ROUFFIAC-D'AUDE;01/01/1900;31/12/1999
11325;ROUFFIAC-D'AUDE;01/01/2000;
11326;ROUFFIAC-DES-CORBIERES;01/01/1900;31/12/1999
11326;ROUFFIAC-DES-CORBIERES;01/01/2000;
11327;ROULLENS;01/01/1900;31/12/1999
11327;ROULLENS;01/01/2000;
11328;ROUTIER;01/01/1900;31/12/1999
11328;ROUTIER;01/01/2000;
11329;ROUVENAC;01/01/1900;31/12/1999
11329;ROUVENAC;01/01/2000;31/12/2006
11329;ROUVENAC;01/01/2007;
11330;RUSTIQUES;01/01/1900;31/12/1999
11330;RUSTIQUES;01/01/2000;
11331;SAINT-AMANS;01/01/1900;31/12/1999
11331;SAINT-AMANS;01/01/2000;
11332;SAINT-ANDRE-DE-ROQUELONGUE;01/01/1900;31/12/1999
11332;SAINT-ANDRE-DE-ROQUELONGUE;01/01/2000;
11333;SAINT-BENOIT;01/01/1900;31/12/1999
11333;SAINT-BENOIT;01/01/2000;
11334;SAINTE-CAMELLE;01/01/1900;31/12/1999
11334;SAINTE-CAMELLE;01/01/2000;
11335;SAINTE-COLOMBE-SUR-GUETTE;01/01/1900;31/12/1999
11335;SAINTE-COLOMBE-SUR-GUETTE;01/01/2000;
11336;SAINTE-COLOMBE-SUR-L'HERS;01/01/1900;31/12/1999
11336;SAINTE-COLOMBE-SUR-L'HERS;01/01/2000;
11337;SAINT-COUAT-D'AUDE;01/01/1900;31/12/1999
11337;SAINT-COUAT-D'AUDE;01/01/2000;
11338;SAINT-COUAT-DU-RAZES;01/01/1900;31/12/1999
11338;SAINT-COUAT-DU-RAZES;01/01/2000;
11339;SAINT-DENIS;01/01/1900;31/12/1999
11339;SAINT-DENIS;01/01/2000;
11340;SAINTE-EULALIE;01/01/1900;31/12/1999
11340;SAINTE-EULALIE;01/01/2000;
11341;SAINT-FERRIOL;01/01/1900;31/12/1999
11341;SAINT-FERRIOL;01/01/2000;
11342;SAINT-FRICHOUX;01/01/1900;31/12/1999
11342;SAINT-FRICHOUX;01/01/2000;
11343;SAINT-GAUDERIC;01/01/1900;31/12/1999
11343;SAINT-GAUDERIC;01/01/2000;
11344;SAINT-HILAIRE;01/01/1900;31/12/1999
11344;SAINT-HILAIRE;01/01/2000;31/12/2006
11344;SAINT-HILAIRE;01/01/2007;
11345;SAINT-JEAN-DE-BARROU;01/01/1900;31/12/1999
11345;SAINT-JEAN-DE-BARROU;01/01/2000;
11346;SAINT-JEAN-DE-PARACOL;01/01/1900;31/12/1999
11346;SAINT-JEAN-DE-PARACOL;01/01/2000;
11347;SAINT-JULIA-DE-BEC;01/01/1900;31/12/1999
11347;SAINT-JULIA-DE-BEC;01/01/2000;
11348;SAINT-JULIEN-DE-BRIOLA;01/01/1900;31/12/1999
11348;SAINT-JULIEN-DE-BRIOLA;01/01/2000;
11349;SAINT-JUST-DE-BELENGARD;01/01/1900;07/04/1972
11350;SAINT-JUST-ET-LE-BEZU;01/01/1900;31/12/1999
11350;SAINT-JUST-ET-LE-BEZU;01/01/2000;
11351;SAINT-LAURENT-DE-LA-CABRER;01/01/1900;31/12/1999
11351;SAINT-LAURENT-DE-LA-CABRER;01/01/2000;
11352;SAINT-LOUIS-ET-PARAHOU;01/01/1900;31/12/1999
11352;SAINT-LOUIS-ET-PARAHOU;01/01/2000;
11353;SAINT-MARCEL-SUR-AUDE;01/01/1900;31/12/1999
11353;SAINT-MARCEL-SUR-AUDE;01/01/2000;
11354;SAINT-MARTIN-DES-PUITS;01/01/1900;31/12/1999
11354;SAINT-MARTIN-DES-PUITS;01/01/2000;
11355;SAINT-MARTIN-DE-VILLEREGLA;01/01/1900;31/12/1999
11355;SAINT-MARTIN-DE-VILLEREGLA;01/01/2000;
11356;SAINT-MARTIN-LALANDE;01/01/1900;31/12/1999
11356;SAINT-MARTIN-LALANDE;01/01/2000;
11357;SAINT-MARTIN-LE-VIEIL;01/01/1900;31/12/1999
11357;SAINT-MARTIN-LE-VIEIL;01/01/2000;
11358;SAINT-MARTIN-LYS;01/01/1900;31/12/1999
11358;SAINT-MARTIN-LYS;01/01/2000;
11359;SAINT-MICHEL-DE-LANES;01/01/1900;31/12/1999
11359;SAINT-MICHEL-DE-LANES;01/01/2000;
11360;SAINT-NAZAIRE-D'AUDE;01/01/1900;31/12/1999
11360;SAINT-NAZAIRE-D'AUDE;01/01/2000;
11361;SAINT-PAPOUL;01/01/1900;31/12/1999
11361;SAINT-PAPOUL;01/01/2000;
11362;SAINT-PAULET;01/01/1900;31/12/1999
11362;SAINT-PAULET;01/01/2000;
11363;SAINT-PIERRE-DES-CHAMPS;01/01/1900;31/12/1999
11363;SAINT-PIERRE-DES-CHAMPS;01/01/2000;
11364;SAINT-POLYCARPE;01/01/1900;31/12/1999
11364;SAINT-POLYCARPE;01/01/2000;31/12/2006
11364;SAINT-POLYCARPE;01/01/2007;
11365;SAINT-SERNIN;01/01/1900;31/12/1999
11365;SAINT-SERNIN;01/01/2000;
11366;SAINTE-VALIERE;01/01/1900;31/12/1999
11366;SAINTE-VALIERE;01/01/2000;
11367;SAISSAC;01/01/1900;31/12/1999
11367;SAISSAC;01/01/2000;
11368;SALLELES-CABARDES;01/01/1900;31/12/1999
11368;SALLELES-CABARDES;01/01/2000;
11369;SALLELES-D'AUDE;01/01/1900;31/12/1999
11369;SALLELES-D'AUDE;01/01/2000;
11370;SALLES-D'AUDE;01/01/1900;31/12/1999
11370;SALLES-D'AUDE;01/01/2000;
11371;SALLES-SUR-L'HERS;01/01/1900;31/12/1999
11371;SALLES-SUR-L'HERS;01/01/2000;
11372;SALSIGNE;01/01/1900;31/12/1999
11372;SALSIGNE;01/01/2000;
11373;SALVEZINES;01/01/1900;31/12/1999
11373;SALVEZINES;01/01/2000;
11374;SALZA;01/01/1900;31/12/1999
11374;SALZA;01/01/2000;
11375;SEIGNALENS;01/01/1900;31/12/1999
11375;SEIGNALENS;01/01/2000;
11376;SERPENT;01/01/1900;31/12/1999
11376;SERPENT;01/01/2000;
11377;SERRES;01/01/1900;31/12/1999
11377;SERRES;01/01/2000;
11378;SERVIES-EN-VAL;01/01/1900;31/12/1999
11378;SERVIES-EN-VAL;01/01/2000;
11379;SIGEAN;01/01/1900;31/12/1999
11379;SIGEAN;01/01/2000;
11380;SONNAC-SUR-L'HERS;01/01/1900;31/12/1999
11380;SONNAC-SUR-L'HERS;01/01/2000;
11381;SOUGRAIGNE;01/01/1900;31/12/1999
11381;SOUGRAIGNE;01/01/2000;
11382;SOUILHANELS;01/01/1900;31/12/1999
11382;SOUILHANELS;01/01/2000;
11383;SOUILHE;01/01/1900;31/12/1999
11383;SOUILHE;01/01/2000;
11384;SOULATGE;01/01/1900;31/12/1999
11384;SOULATGE;01/01/2000;
11385;SOUPEX;01/01/1900;31/12/1999
11385;SOUPEX;01/01/2000;
11386;TALAIRAN;01/01/1900;31/12/1999
11386;TALAIRAN;01/01/2000;
11387;TAURIZE;01/01/1900;31/12/1999
11387;TAURIZE;01/01/2000;
11388;TERMES;01/01/1900;31/12/1999
11388;TERMES;01/01/2000;
11389;TERROLES;01/01/1900;31/12/1999
11389;TERROLES;01/01/2000;
11390;THEZAN-DES-CORBIERES;01/01/1900;31/12/1999
11390;THEZAN-DES-CORBIERES;01/01/2000;
