CODE_COM_INSEE;LIB_COM;DATE_DEB_INSEE;DATE_FIN_INSEE
55246;HEVILLIERS;01/01/1900;31/12/1999
55246;HEVILLIERS;01/01/2000;
55247;HORVILLE-EN-ORNOIS;01/01/1900;31/12/1999
55247;HORVILLE-EN-ORNOIS;01/01/2000;
55248;HOUDELAINCOURT;01/01/1900;31/12/1999
55248;HOUDELAINCOURT;01/01/2000;
55250;INOR;01/01/1900;31/12/1999
55250;INOR;01/01/2000;
55251;IPPECOURT;01/01/1900;31/12/1999
55251;IPPECOURT;01/01/2000;
55252;IRE-LE-SEC;01/01/1900;31/12/1999
55252;IRE-LE-SEC;01/01/2000;
55253;ISLETTES;01/01/1900;31/12/1999
55253;ISLETTES;01/01/2000;
55254;TROIS-DOMAINES;01/01/1900;31/12/1999
55254;TROIS-DOMAINES;01/01/2000;
55255;JAMETZ;01/01/1900;31/12/1999
55255;JAMETZ;01/01/2000;
55256;JONVILLE-EN-WOEVRE;01/01/1900;31/12/1999
55256;JONVILLE-EN-WOEVRE;01/01/2000;
55257;JOUY-EN-ARGONNE;01/01/1900;31/12/1999
55257;JOUY-EN-ARGONNE;01/01/2000;
55258;GEVILLE;01/01/1900;31/12/1999
55258;GEVILLE;01/01/2000;
55259;JUBECOURT/CLERMONT EN ARGO;01/01/1900;31/12/1999
55259;JUBECOURT/CLERMONT EN ARGO;01/01/2000;
55260;JULVECOURT;01/01/1900;31/12/1999
55260;JULVECOURT;01/01/2000;
55261;JUVIGNY-EN-PERTHOIS;01/01/1900;31/12/1999
55261;JUVIGNY-EN-PERTHOIS;01/01/2000;
55262;JUVIGNY-SUR-LOISON;01/01/1900;31/12/1999
55262;JUVIGNY-SUR-LOISON;01/01/2000;
55263;KOEUR-LA-GRANDE;01/01/1900;31/12/1999
55263;KOEUR-LA-GRANDE;01/01/2000;
55264;KOEUR-LA-PETITE;01/01/1900;31/12/1999
55264;KOEUR-LA-PETITE;01/01/2000;
55265;LABEUVILLE;01/01/1900;31/12/1999
55265;LABEUVILLE;01/01/2000;
55266;LACHALADE;01/01/1900;31/12/1999
55266;LACHALADE;01/01/2000;
55267;LACHAUSSEE;01/01/1900;31/12/1999
55267;LACHAUSSEE;01/01/2000;
55268;LACROIX-SUR-MEUSE;01/01/1900;31/12/1999
55268;LACROIX-SUR-MEUSE;01/01/2000;
55269;LAHAYMEIX;01/01/1900;31/12/1999
55269;LAHAYMEIX;01/01/2000;
55270;LAHAYVILLE;01/01/1900;31/12/1999
55270;LAHAYVILLE;01/01/2000;
55271;LAHEYCOURT;01/01/1900;31/12/1999
55271;LAHEYCOURT;01/01/2000;
55272;LAIMONT;01/01/1900;31/12/1999
55272;LAIMONT;01/01/2000;
55274;LAMORVILLE;01/01/1900;31/12/1999
55274;LAMORVILLE;01/01/2000;
55275;LAMOUILLY;01/01/1900;31/12/1999
55275;LAMOUILLY;01/01/2000;
55276;LANDRECOURT-LEMPIRE;01/01/1900;31/12/1999
55276;LANDRECOURT-LEMPIRE;01/01/2000;
55278;LANEUVILLE-AU-RUPT;01/01/1900;31/12/1999
55278;LANEUVILLE-AU-RUPT;01/01/2000;
55279;LANEUVILLE-SUR-MEUSE;01/01/1900;31/12/1999
55279;LANEUVILLE-SUR-MEUSE;01/01/2000;
55280;LANHERES;01/01/1900;31/12/1999
55280;LANHERES;01/01/2000;
55281;LATOUR-EN-WOEVRE;01/01/1900;31/12/1999
55281;LATOUR-EN-WOEVRE;01/01/2000;
55282;LAVALLEE;01/01/1900;31/12/1999
55282;LAVALLEE;01/01/2000;
55284;LAVINCOURT;01/01/1900;31/12/1999
55284;LAVINCOURT;01/01/2000;
55285;LAVOYE;01/01/1900;31/12/1999
55285;LAVOYE;01/01/2000;
55286;LEMMES;01/01/1900;31/12/1999
55286;LEMMES;01/01/2000;
55288;LEROUVILLE;01/01/1900;31/12/1999
55288;LEROUVILLE;01/01/2000;
55289;LEVONCOURT;01/01/1900;31/12/1999
55289;LEVONCOURT;01/01/2000;
55290;LIGNIERES-SUR-AIRE;01/01/1900;31/12/1999
55290;LIGNIERES-SUR-AIRE;01/01/2000;
55291;LIGNY-EN-BARROIS;01/01/1900;31/12/1999
55291;LIGNY-EN-BARROIS;01/01/2000;
55292;LINY-DEVANT-DUN;01/01/1900;31/12/1999
55292;LINY-DEVANT-DUN;01/01/2000;
55293;LION-DEVANT-DUN;01/01/1900;31/12/1999
55293;LION-DEVANT-DUN;01/01/2000;
55294;LIOUVILLE/APREMONT-LA-FORE;01/01/1900;31/12/1999
55294;LIOUVILLE/APREMONT-LA-FORE;01/01/2000;
55295;LISLE-EN-BARROIS;01/01/1900;31/12/1999
55295;LISLE-EN-BARROIS;01/01/2000;
55296;LISLE-EN-RIGAULT;01/01/1900;31/12/1999
55296;LISLE-EN-RIGAULT;01/01/2000;
55297;LISSEY;01/01/1900;31/12/1999
55297;LISSEY;01/01/2000;
55298;LOISEY-CULEY;01/01/1900;31/12/1999
55298;LOISEY-CULEY;01/01/2000;
55299;LOISON;01/01/1900;31/12/1999
55299;LOISON;01/01/2000;
55300;LONGEAUX;01/01/1900;31/12/1999
55300;LONGEAUX;01/01/2000;
55301;LONGCHAMPS-SUR-AIRE;01/01/1900;31/12/1999
55301;LONGCHAMPS-SUR-AIRE;01/01/2000;
55302;LONGEVILLE-EN-BARROIS;01/01/1900;31/12/1999
55302;LONGEVILLE-EN-BARROIS;01/01/2000;
55303;LOUPMONT;01/01/1900;31/12/1999
55303;LOUPMONT;01/01/2000;
55304;LOUPPY-LE-CHATEAU;01/01/1900;31/12/1999
55304;LOUPPY-LE-CHATEAU;01/01/2000;
55306;LOUPPY-SUR-LOISON;01/01/1900;31/12/1999
55306;LOUPPY-SUR-LOISON;01/01/2000;
55307;LOUVEMONT-COTE-DU-POIVRE;01/01/1900;31/12/1999
55307;LOUVEMONT-COTE-DU-POIVRE;01/01/2000;
55310;LUZY-SAINT-MARTIN;01/01/1900;31/12/1999
55310;LUZY-SAINT-MARTIN;01/01/2000;
55311;MAIZERAY;01/01/1900;31/12/1999
55311;MAIZERAY;01/01/2000;
55312;MAIZEY;01/01/1900;31/12/1999
55312;MAIZEY;01/01/2000;
55313;MALANCOURT;01/01/1900;31/12/1999
55313;MALANCOURT;01/01/2000;
55315;MANDRES-EN-BARROIS;01/01/1900;31/12/1999
55315;MANDRES-EN-BARROIS;01/01/2000;
55316;MANGIENNES;01/01/1900;31/12/1999
55316;MANGIENNES;01/01/2000;
55317;MANHEULLES;01/01/1900;31/12/1999
55317;MANHEULLES;01/01/2000;
55318;MARATS/HAUTS-DE-CHEE/CONDE;01/01/1900;31/12/1999
55318;MARATS/HAUTS-DE-CHEE/CONDE;01/01/2000;
55320;MARCHEVILLE-EN-WOEVRE;01/01/1900;31/12/1999
55320;MARCHEVILLE-EN-WOEVRE;01/01/2000;
55321;MARRE;01/01/1900;31/12/1999
55321;MARRE;01/01/2000;
55322;MARSON-SUR-BARBOURE;01/01/1900;31/12/1999
55322;MARSON-SUR-BARBOURE;01/01/2000;
55323;MARTINCOURT-SUR-MEUSE;01/01/1900;31/12/1999
55323;MARTINCOURT-SUR-MEUSE;01/01/2000;
55324;MARVILLE;01/01/1900;31/12/1999
55324;MARVILLE;01/01/2000;
55325;MAUCOURT-SUR-ORNE;01/01/1900;31/12/1999
55325;MAUCOURT-SUR-ORNE;01/01/2000;
55326;MAULAN;01/01/1900;31/12/1999
55326;MAULAN;01/01/2000;
55327;MAUVAGES;01/01/1900;31/12/1999
55327;MAUVAGES;01/01/2000;
55328;MAXEY-SUR-VAISE;01/01/1900;31/12/1999
55328;MAXEY-SUR-VAISE;01/01/2000;
55329;MECRIN;01/01/1900;31/12/1999
55329;MECRIN;01/01/2000;
55330;MELIGNY-LE-GRAND;01/01/1900;31/12/1999
55330;MELIGNY-LE-GRAND;01/01/2000;
55331;MELIGNY-LE-PETIT;01/01/1900;31/12/1999
55331;MELIGNY-LE-PETIT;01/01/2000;
55332;MENAUCOURT;01/01/1900;31/12/1999
55332;MENAUCOURT;01/01/2000;
55333;MENIL-AUX-BOIS;01/01/1900;31/12/1999
55333;MENIL-AUX-BOIS;01/01/2000;
55334;MENIL-LA-HORGNE;01/01/1900;31/12/1999
55334;MENIL-LA-HORGNE;01/01/2000;
55335;MENIL-SUR-SAULX;01/01/1900;31/12/1999
55335;MENIL-SUR-SAULX;01/01/2000;
55336;MERLES-SUR-LOISON;01/01/1900;31/12/1999
55336;MERLES-SUR-LOISON;01/01/2000;
55338;MILLY-SUR-BRADON;01/01/1900;31/12/1999
55338;MILLY-SUR-BRADON;01/01/2000;
55339;MOGEVILLE;01/01/1900;31/12/1999
55339;MOGEVILLE;01/01/2000;
55340;MOGNEVILLE;01/01/1900;31/12/1999
55340;MOGNEVILLE;01/01/2000;
55341;MOIREY-FLABAS-CREPION;01/01/1900;31/12/1999
55341;MOIREY-FLABAS-CREPION;01/01/2000;
55343;MONTBLAINVILLE;01/01/1900;31/12/1999
55343;MONTBLAINVILLE;01/01/2000;
55344;MONTBRAS;01/01/1900;31/12/1999
55344;MONTBRAS;01/01/2000;
55345;MONT-DEVANT-SASSEY;01/01/1900;31/12/1999
55345;MONT-DEVANT-SASSEY;01/01/2000;
55346;MONTFAUCON;01/01/1900;31/12/1999
55346;MONTFAUCON;01/01/2000;
55347;MONTHAIRONS;01/01/1900;31/12/1999
55347;MONTHAIRONS;01/01/2000;
55348;MONTIERS-SUR-SAULX;01/01/1900;31/12/1999
55348;MONTIERS-SUR-SAULX;01/01/2000;
55349;MONTIGNY-DEVANT-SASSEY;01/01/1900;31/12/1999
55349;MONTIGNY-DEVANT-SASSEY;01/01/2000;
55350;MONTIGNY-LES-VAUCOULEURS;01/01/1900;31/12/1999
55350;MONTIGNY-LES-VAUCOULEURS;01/01/2000;
55351;MONTMEDY;01/01/1900;31/12/1999
55351;MONTMEDY;01/01/2000;
55352;MONTPLONNE;01/01/1900;31/12/1999
55352;MONTPLONNE;01/01/2000;
55353;MONTSEC;01/01/1900;31/12/1999
55353;MONTSEC;01/01/2000;
55354;MONT-SOUS-LES-COTES/BONZEE;01/01/1900;31/12/1999
55354;MONT-SOUS-LES-COTES/BONZEE;01/01/2000;
55355;MONTZEVILLE;01/01/1900;31/12/1999
55355;MONTZEVILLE;01/01/2000;
55356;MORANVILLE;01/01/1900;31/12/1999
55356;MORANVILLE;01/01/2000;
55357;MORGEMOULIN;01/01/1900;31/12/1999
55357;MORGEMOULIN;01/01/2000;
55358;CHANTERAINE;01/01/1900;31/12/1999
55358;CHANTERAINE;01/01/2000;
55359;MORLEY;01/01/1900;31/12/1999
55359;MORLEY;01/01/2000;
55360;MOUILLY;01/01/1900;31/12/1999
55360;MOUILLY;01/01/2000;
55361;MOULAINVILLE;01/01/1900;31/12/1999
55361;MOULAINVILLE;01/01/2000;
55362;MOULINS-SAINT-HUBERT;01/01/1900;31/12/1999
55362;MOULINS-SAINT-HUBERT;01/01/2000;
55363;MOULOTTE;01/01/1900;31/12/1999
55363;MOULOTTE;01/01/2000;
55364;MOUZAY;01/01/1900;31/12/1999
55364;MOUZAY;01/01/2000;
55365;MURVAUX;01/01/1900;31/12/1999
55365;MURVAUX;01/01/2000;
55366;VAL-D'ORNAIN;01/01/1900;31/12/1999
55366;VAL-D'ORNAIN;01/01/2000;
55367;MUZERAY;01/01/1900;31/12/1999
55367;MUZERAY;01/01/2000;
55368;NAIVES-EN-BLOIS;01/01/1900;31/12/1999
55368;NAIVES-EN-BLOIS;01/01/2000;
55369;NAIVES-ROSIERES;01/01/1900;31/12/1999
55369;NAIVES-ROSIERES;01/01/2000;
55370;NAIX-AUX-FORGES;01/01/1900;31/12/1999
55370;NAIX-AUX-FORGES;01/01/2000;
55371;NANCOIS-LE-GRAND;01/01/1900;31/12/1999
55371;NANCOIS-LE-GRAND;01/01/2000;
55372;NANCOIS-SUR-ORNAIN;01/01/1900;31/12/1999
55372;NANCOIS-SUR-ORNAIN;01/01/2000;
55373;NANT-LE-GRAND;01/01/1900;31/12/1999
55373;NANT-LE-GRAND;01/01/2000;
55374;NANT-LE-PETIT;01/01/1900;31/12/1999
55374;NANT-LE-PETIT;01/01/2000;
55375;NANTILLOIS;01/01/1900;31/12/1999
55375;NANTILLOIS;01/01/2000;
55376;NANTOIS;01/01/1900;31/12/1999
55376;NANTOIS;01/01/2000;
55377;NEPVANT;01/01/1900;31/12/1999
55377;NEPVANT;01/01/2000;
55378;NETTANCOURT;01/01/1900;31/12/1999
55378;NETTANCOURT;01/01/2000;
55379;NEUFOUR;01/01/1900;31/12/1999
55379;NEUFOUR;01/01/2000;
55380;NEUVILLE-EN-VERDUNOIS;01/01/1900;31/12/1999
55380;NEUVILLE-EN-VERDUNOIS;01/01/2000;
55381;NEUVILLE-LES-VAUCOULEURS;01/01/1900;31/12/1999
55381;NEUVILLE-LES-VAUCOULEURS;01/01/2000;
55382;NEUVILLE-SUR-ORNAIN;01/01/1900;31/12/1999
55382;NEUVILLE-SUR-ORNAIN;01/01/2000;
55383;NEUVILLY-EN-ARGONNE;01/01/1900;31/12/1999
55383;NEUVILLY-EN-ARGONNE;01/01/2000;
55384;NICEY-SUR-AIRE;01/01/1900;31/12/1999
55384;NICEY-SUR-AIRE;01/01/2000;
55385;NIXEVILLE-BLERCOURT;01/01/1900;31/12/1999
55385;NIXEVILLE-BLERCOURT;01/01/2000;
55386;NONSARD;01/01/1900;31/12/1999
55386;NONSARD;01/01/2000;
55387;NOUILLONPONT;01/01/1900;31/12/1999
55387;NOUILLONPONT;01/01/2000;
55388;NOYERS-AUZECOURT;01/01/1900;31/12/1999
55388;NOYERS-AUZECOURT;01/01/2000;
55389;NUBECOURT;01/01/1900;31/12/1999
55389;NUBECOURT;01/01/2000;
55390;OEY;01/01/1900;31/12/1972
55391;OLIZY-SUR-CHIERS;01/01/1900;31/12/1999
55391;OLIZY-SUR-CHIERS;01/01/2000;
55394;ORNES;01/01/1900;31/12/1999
55394;ORNES;01/01/2000;
55395;OSCHES;01/01/1900;31/12/1999
55395;OSCHES;01/01/2000;
55396;OURCHES-SUR-MEUSE;01/01/1900;31/12/1999
55396;OURCHES-SUR-MEUSE;01/01/2000;
55397;PAGNY-LA-BLANCHE-COTE;01/01/1900;31/12/1999
55397;PAGNY-LA-BLANCHE-COTE;01/01/2000;
55398;PAGNY-SUR-MEUSE;01/01/1900;31/12/1999
55398;PAGNY-SUR-MEUSE;01/01/2000;
55399;PAREID;01/01/1900;31/12/1999
55399;PAREID;01/01/2000;
55400;PARFONDRUPT;01/01/1900;31/12/1999
55400;PARFONDRUPT;01/01/2000;
55401;PAROCHES;01/01/1900;31/12/1999
55401;PAROCHES;01/01/2000;
55402;PAROIS/CLERMONT-EN-ARGONNE;01/01/1900;31/12/1999
55402;PAROIS/CLERMONT-EN-ARGONNE;01/01/2000;
55403;PEUVILLERS;01/01/1900;31/12/1999
55403;PEUVILLERS;01/01/2000;
55404;PIERREFITTE-SUR-AIRE;01/01/1900;31/12/1999
55404;PIERREFITTE-SUR-AIRE;01/01/2000;
55405;PILLON;01/01/1900;31/12/1999
55405;PILLON;01/01/2000;
55406;PINTHEVILLE;01/01/1900;31/12/1999
55406;PINTHEVILLE;01/01/2000;
55407;PONT-SUR-MEUSE;01/01/1900;31/12/1999
55407;PONT-SUR-MEUSE;01/01/2000;
55408;POUILLY-SUR-MEUSE;01/01/1900;31/12/1999
55408;POUILLY-SUR-MEUSE;01/01/2000;
55409;PRETZ-EN-ARGONNE;01/01/1900;31/12/1999
55409;PRETZ-EN-ARGONNE;01/01/2000;
55410;QUINCY-LANDZECOURT;01/01/1900;31/12/1999
55410;QUINCY-LANDZECOURT;01/01/2000;
55411;RAMBLUZIN-ET-BENOITE-VAUX;01/01/1900;31/12/1999
55411;RAMBLUZIN-ET-BENOITE-VAUX;01/01/2000;
55412;RAMBUCOURT;01/01/1900;31/12/1999
55412;RAMBUCOURT;01/01/2000;
55414;RANCOURT-SUR-ORNAIN;01/01/1900;31/12/1999
55414;RANCOURT-SUR-ORNAIN;01/01/2000;
55415;RANZIERES;01/01/1900;31/12/1999
55415;RANZIERES;01/01/2000;
55416;RARECOURT;01/01/1900;31/12/1999
55416;RARECOURT;01/01/2000;
55419;RECICOURT;01/01/1900;31/12/1999
55419;RECICOURT;01/01/2000;
55420;RECOURT-LE-CREUX;01/01/1900;31/12/1999
55420;RECOURT-LE-CREUX;01/01/2000;
55421;REFFROY;01/01/1900;31/12/1999
55421;REFFROY;01/01/2000;
55422;REGNEVILLE-SUR-MEUSE;01/01/1900;31/12/1999
55422;REGNEVILLE-SUR-MEUSE;01/01/2000;
55423;REMBERCOURT-SOMMAISNE;01/01/1900;31/12/1999
55423;REMBERCOURT-SOMMAISNE;01/01/2000;
55424;REMENNECOURT;01/01/1900;31/12/1999
55424;REMENNECOURT;01/01/2000;
55425;REMOIVILLE;01/01/1900;31/12/1999
55425;REMOIVILLE;01/01/2000;
55426;RESSON;01/01/1900;31/12/1999
55426;RESSON;01/01/2000;
55427;REVIGNY-SUR-ORNAIN;01/01/1900;31/12/1999
55427;REVIGNY-SUR-ORNAIN;01/01/2000;
55428;REVILLE-AUX-BOIS;01/01/1900;31/12/1999
55428;REVILLE-AUX-BOIS;01/01/2000;
55429;RIAVILLE;01/01/1900;31/12/1999
55429;RIAVILLE;01/01/2000;
55430;RIBEAUCOURT;01/01/1900;31/12/1999
55430;RIBEAUCOURT;01/01/2000;
55431;RICHECOURT;01/01/1900;31/12/1999
55431;RICHECOURT;01/01/2000;
55433;RIGNY-LA-SALLE;01/01/1900;31/12/1999
55433;RIGNY-LA-SALLE;01/01/2000;
55434;RIGNY-SAINT-MARTIN;01/01/1900;31/12/1999
55434;RIGNY-SAINT-MARTIN;01/01/2000;
55435;ROBERT-ESPAGNE;01/01/1900;31/12/1999
55435;ROBERT-ESPAGNE;01/01/2000;
55436;ROISES;01/01/1900;31/12/1999
55436;ROISES;01/01/2000;
55437;ROMAGNE-SOUS-LES-COTES;01/01/1900;31/12/1999
55437;ROMAGNE-SOUS-LES-COTES;01/01/2000;
55438;ROMAGNE-SOUS-MONTFAUCON;01/01/1900;31/12/1999
55438;ROMAGNE-SOUS-MONTFAUCON;01/01/2000;
55439;RONVAUX;01/01/1900;31/12/1999
55439;RONVAUX;01/01/2000;
55440;ROSIERES-DEVANT-BAR;01/01/1900;31/12/1972
55442;RAIVAL;01/01/1900;31/12/1999
55442;RAIVAL;01/01/2000;
55443;ROUVRES-EN-WOEVRE;01/01/1900;31/12/1999
55443;ROUVRES-EN-WOEVRE;01/01/2000;
55444;ROUVROIS-SUR-MEUSE;01/01/1900;31/12/1999
55444;ROUVROIS-SUR-MEUSE;01/01/2000;
55445;ROUVROIS-SUR-OTHAIN;01/01/1900;31/12/1999
55445;ROUVROIS-SUR-OTHAIN;01/01/2000;
55446;RUMONT;01/01/1900;31/12/1999
55446;RUMONT;01/01/2000;
55447;RUPT-AUX-NONAINS;01/01/1900;31/12/1999
55447;RUPT-AUX-NONAINS;01/01/2000;
55448;RUPT-DEVANT-SAINT-MIHIEL;01/01/1900;31/12/1999
55448;RUPT-DEVANT-SAINT-MIHIEL;01/01/2000;
55449;RUPT-EN-WOEVRE;01/01/1900;31/12/1999
55449;RUPT-EN-WOEVRE;01/01/2000;
55450;RUPT-SUR-OTHAIN;01/01/1900;31/12/1999
55450;RUPT-SUR-OTHAIN;01/01/2000;
55452;SAINT-AMAND-SUR-ORNAIN;01/01/1900;31/12/1999
55452;SAINT-AMAND-SUR-ORNAIN;01/01/2000;
55453;SAINT-ANDRE-EN-BARROIS;01/01/1900;31/12/1999
55453;SAINT-ANDRE-EN-BARROIS;01/01/2000;
55454;SAINT-AUBIN-SUR-AIRE;01/01/1900;31/12/1999
55454;SAINT-AUBIN-SUR-AIRE;01/01/2000;
55456;SAINT-GERMAIN-SUR-MEUSE;01/01/1900;31/12/1999
55456;SAINT-GERMAIN-SUR-MEUSE;01/01/2000;
55457;SAINT-HILAIRE-EN-WOEVRE;01/01/1900;31/12/1999
55457;SAINT-HILAIRE-EN-WOEVRE;01/01/2000;
55458;SAINT-JEAN-LES-BUZY;01/01/1900;31/12/1999
55458;SAINT-JEAN-LES-BUZY;01/01/2000;
55459;SAINT-JOIRE;01/01/1900;31/12/1999
55459;SAINT-JOIRE;01/01/2000;
55460;SAINT-JULIEN-SOUS-LES-COTE;01/01/1900;31/12/1999
55460;SAINT-JULIEN-SOUS-LES-COTE;01/01/2000;
55461;SAINT-LAURENT-SUR-OTHAIN;01/01/1900;31/12/1999
55461;SAINT-LAURENT-SUR-OTHAIN;01/01/2000;
55462;SAINT-MAURICE-SOUS-LES-COT;01/01/1900;31/12/1999
55462;SAINT-MAURICE-SOUS-LES-COT;01/01/2000;
55463;SAINT-MIHIEL;01/01/1900;31/12/1999
55463;SAINT-MIHIEL;01/01/2000;
55464;SAINT-PIERREVILLERS;01/01/1900;31/12/1999
55464;SAINT-PIERREVILLERS;01/01/2000;
55465;SAINT-REMY-LA-CALONNE;01/01/1900;31/12/1999
55465;SAINT-REMY-LA-CALONNE;01/01/2000;
55466;SALMAGNE;01/01/1900;31/12/1999
55466;SALMAGNE;01/01/2000;
55467;SAMPIGNY;01/01/1900;31/12/1999
55467;SAMPIGNY;01/01/2000;
55468;SAMOGNEUX;01/01/1900;31/12/1999
55468;SAMOGNEUX;01/01/2000;
55469;SASSEY-SUR-MEUSE;01/01/1900;31/12/1999
55469;SASSEY-SUR-MEUSE;01/01/2000;
55470;SAUDRUPT;01/01/1900;31/12/1999
55470;SAUDRUPT;01/01/2000;
55471;SAULMORY-ET-VILLEFRANCHE;01/01/1900;31/12/1999
55471;SAULMORY-ET-VILLEFRANCHE;01/01/2000;
55472;SAULVAUX;01/01/1900;31/12/1999
55472;SAULVAUX;01/01/2000;
55473;SAULX-LES-CHAMPLON;01/01/1900;31/12/1999
55473;SAULX-LES-CHAMPLON;01/01/2000;
55474;SAUVIGNY;01/01/1900;31/12/1999
55474;SAUVIGNY;01/01/2000;
55475;SAUVOY;01/01/1900;31/12/1999
55475;SAUVOY;01/01/2000;
55476;SAVONNIERES-DEVANT-BAR;01/01/1900;31/12/1999
55476;SAVONNIERES-DEVANT-BAR;01/01/2000;
55477;SAVONNIERES-EN-PERTHOIS;01/01/1900;31/12/1999
55477;SAVONNIERES-EN-PERTHOIS;01/01/2000;
55478;SAVONNIERES EN WOEVRE;01/01/1900;31/12/1972
55479;SEIGNEULLES;01/01/1900;31/12/1999
55479;SEIGNEULLES;01/01/2000;
55480;SENARD;01/01/1900;31/12/1972
55481;SENON;01/01/1900;31/12/1999
55481;SENON;01/01/2000;
55482;SENONCOURT-LES-MAUJOUY;01/01/1900;31/12/1999
55482;SENONCOURT-LES-MAUJOUY;01/01/2000;
55484;SEPTSARGES;01/01/1900;31/12/1999
55484;SEPTSARGES;01/01/2000;
55485;SEPVIGNY;01/01/1900;31/12/1999
55485;SEPVIGNY;01/01/2000;
55487;SEUZEY;01/01/1900;31/12/1999
55487;SEUZEY;01/01/2000;
55488;SILMONT;01/01/1900;31/12/1999
55488;SILMONT;01/01/2000;
55489;SIVRY-LA-PERCHE;01/01/1900;31/12/1999
55489;SIVRY-LA-PERCHE;01/01/2000;
55490;SIVRY-SUR-MEUSE;01/01/1900;31/12/1999
55490;SIVRY-SUR-MEUSE;01/01/2000;
55492;SOMMEDIEUE;01/01/1900;31/12/1999
55492;SOMMEDIEUE;01/01/2000;
55493;SOMMEILLES;01/01/1900;31/12/1999
55493;SOMMEILLES;01/01/2000;
55494;SOMMELONNE;01/01/1900;31/12/1999
55494;SOMMELONNE;01/01/2000;
55495;SORBEY;01/01/1900;31/12/1999
55495;SORBEY;01/01/2000;
55496;SORCY-SAINT-MARTIN;01/01/1900;31/12/1999
55496;SORCY-SAINT-MARTIN;01/01/2000;
55497;SOUHESMES-RAMPONT;01/01/1900;31/12/1999
55497;SOUHESMES-RAMPONT;01/01/2000;
55498;SOUILLY;01/01/1900;31/12/1999
55498;SOUILLY;01/01/2000;
55499;SPADA/LAMORVILLE;01/01/1900;31/12/1999
55499;SPADA/LAMORVILLE;01/01/2000;
55500;SPINCOURT;01/01/1900;31/12/1999
55500;SPINCOURT;01/01/2000;
55501;STAINVILLE;01/01/1900;31/12/1999
55501;STAINVILLE;01/01/2000;
55502;STENAY;01/01/1900;31/12/1999
55502;STENAY;01/01/2000;
55503;TAILLANCOURT;01/01/1900;31/12/1999
55503;TAILLANCOURT;01/01/2000;
55504;TANNOIS;01/01/1900;31/12/1999
55504;TANNOIS;01/01/2000;
55505;THIERVILLE-SUR-MEUSE;01/01/1900;31/12/1999
55505;THIERVILLE-SUR-MEUSE;01/01/2000;
55506;THILLOMBOIS;01/01/1900;31/12/1999
55506;THILLOMBOIS;01/01/2000;
55507;THILLOT;01/01/1900;31/12/1999
55507;THILLOT;01/01/2000;
55508;THONNE-LA-LONG;01/01/1900;31/12/1999
55508;THONNE-LA-LONG;01/01/2000;
55509;THONNE-LE-THIL;01/01/1900;31/12/1999
55509;THONNE-LE-THIL;01/01/2000;
55510;THONNE-LES-PRES;01/01/1900;31/12/1999
55510;THONNE-LES-PRES;01/01/2000;
55511;THONNELLE;01/01/1900;31/12/1999
55511;THONNELLE;01/01/2000;
55512;TILLY-SUR-MEUSE;01/01/1900;31/12/1999
55512;TILLY-SUR-MEUSE;01/01/2000;
55514;TREMONT-SUR-SAULX;01/01/1900;31/12/1999
55514;TREMONT-SUR-SAULX;01/01/2000;
55515;TRESAUVAUX;01/01/1900;31/12/1999
55515;TRESAUVAUX;01/01/2000;
55516;TREVERAY;01/01/1900;31/12/1999
55516;TREVERAY;01/01/2000;
55517;SEUIL-D'ARGONNE;01/01/1900;31/12/1999
55517;SEUIL-D'ARGONNE;01/01/2000;
55518;COUSANCES-LES-TRICONVILLE;01/01/1900;31/12/1999
55518;COUSANCES-LES-TRICONVILLE;01/01/2000;
55519;TRONVILLE-EN-BARROIS;01/01/1900;31/12/1999
55519;TRONVILLE-EN-BARROIS;01/01/2000;
55520;TROUSSEY;01/01/1900;31/12/1999
55520;TROUSSEY;01/01/2000;
55521;TROYON;01/01/1900;31/12/1999
55521;TROYON;01/01/2000;
55522;UGNY-SUR-MEUSE;01/01/1900;31/12/1999
55522;UGNY-SUR-MEUSE;01/01/2000;
55523;VACHERAUVILLE;01/01/1900;31/12/1999
55523;VACHERAUVILLE;01/01/2000;
55524;VACON;01/01/1900;31/05/1972
55525;VADELAINCOURT;01/01/1900;31/12/1999
55525;VADELAINCOURT;01/01/2000;
55526;VADONVILLE;01/01/1900;31/12/1999
55526;VADONVILLE;01/01/2000;
55527;VARENNES-EN-ARGONNE;01/01/1900;31/12/1999
55527;VARENNES-EN-ARGONNE;01/01/2000;
55528;VARNEVILLE;01/01/1900;31/12/1999
55528;VARNEVILLE;01/01/2000;
55529;VARNEY/VAL-D-ORNAIN;01/01/1900;31/12/1999
55529;VARNEY/VAL-D-ORNAIN;01/01/2000;
55530;VALBOIS;01/01/1900;31/12/1999
55530;VALBOIS;01/01/2000;
55531;VASSINCOURT;01/01/1900;31/12/1999
55531;VASSINCOURT;01/01/2000;
55532;VAUBECOURT;01/01/1900;31/12/1999
55532;VAUBECOURT;01/01/2000;
55533;VAUCOULEURS;01/01/1900;31/12/1999
55533;VAUCOULEURS;01/01/2000;
55534;VAUDEVILLE-LE-HAUT;01/01/1900;31/12/1999
55534;VAUDEVILLE-LE-HAUT;01/01/2000;
55535;VAUDONCOURT;01/01/1900;31/12/1999
55535;VAUDONCOURT;01/01/2000;
55536;VAUQUOIS;01/01/1900;31/12/1999
55536;VAUQUOIS;01/01/2000;
